	gene	chromosome	position_left	position_right	Direction	Variance	Median
14284	Zm00001d026355	10	144165523	144168971	-	4.175453268591558e-05	0.0
14294	Zm00001d023870	10	25715660	25716072	-	538.3099553107794	10.347750000000001
14310	Zm00001d025162	10	107030917	107032108	-	0.0015572055355728483	0.0
14342	Zm00001d025367	10	115788294	115788507	+	87.2450380434891	3.43729
14388	Zm00001d026379	10	144776844	144780116	+	0.7798832567510595	0.740484
14389	Zm00001d025304	10	113471248	113475000	-	4.642419365469832	7.2562299999999995
14422	Zm00001d025941	10	134172887	134175566	-	3.9238213315351254	3.8562700000000003
14502	Zm00001d024272	10	60726648	60729120	+	0.09862551453629118	0.6593285
14521	Zm00001d024864	10	91159757	91160603	+	0.012151292711741868	0.0
14529	Zm00001d025921	10	133772840	133780821	+	3.4373757173996387	6.08074
14542	Zm00001d026617	10	149043189	149044740	+	0.18199615066580543	0.6315145
14567	Zm00001d023423	10	5173803	5179273	-	181.46402623952665	38.862049999999996
14590	Zm00001d023223	10	823877	825894	-	98.4690702741743	15.65445
14609	Zm00001d024359	10	66773172	66776021	+	0.43761304806424206	0.22895500000000002
14643	Zm00001d026398	10	145211404	145218613	+	175.42641340971792	25.1889
14677	Zm00001d025922	10	133784873	133786592	-	48.162884691705536	7.506625
14691	Zm00001d026578	10	148267757	148269932	-	4741.138320862687	132.847
14694	Zm00001d023374	10	4263635	4265759	-	71.39339319310129	9.714625
14753	Zm00001d023301	10	2367345	2373054	+	8.319228060499197	6.85394
14766	Zm00001d024645	10	82004049	82010075	+	0.8720226579512044	3.7117199999999997
14817	Zm00001d025260	10	111618186	111619454	-	0.3426929834321723	0.0
14821	Zm00001d025152	10	106764010	106766200	-	0.01922818476367109	0.215802
14831	Zm00001d023915	10	28083134	28084982	-	0.2858600179087132	1.36831
14874	Zm00001d026104	10	138534394	138535885	+	0.4023151322365906	0.8695935000000001
14886	Zm00001d024786	10	88286603	88287509	+	32.75611502271899	5.0952649999999995
14892	Zm00001d025027	10	100381691	100393417	+	14.986590265499569	14.8855
14894	Zm00001d024755	10	86464825	86469049	+	164.56343016974148	33.0468
14896	Zm00001d025711	10	126996927	126997912	-	54.307716332496355	9.237739999999999
14908	Zm00001d024839	10	90384433	90385822	-	14337.121376260564	155.042
14909	Zm00001d023461	10	6299145	6299676	-	152.9529033145924	4.593674999999999
14911	Zm00001d023432	10	5430130	5433276	-	0.06108705543016856	0.4099205
14920	Zm00001d025298	10	113224464	113225283	+	0.26763459921538035	0.0
14921	Zm00001d023253	10	1474577	1476845	+	3.490516933857504	1.8755549999999999
14933	Zm00001d025086	10	103056255	103059527	+	2.60030580723781	5.363215
14939	Zm00001d026337	10	143786831	143796162	-	164.04042027836678	28.13945
14941	Zm00001d026256	10	142142446	142144227	+	0.00019038036196657938	0.0
14950	Zm00001d023556	10	10135355	10136858	+	4.256080499763464e-05	0.0
14957	Zm00001d025892	10	133211004	133217035	+	517.3332997353061	38.57605
14963	Zm00001d026223	10	141450911	141452580	-	791.5890444231179	33.9227
14965	Zm00001d025750	10	128369465	128379796	+	6.545935942857691	12.155000000000001
14974	Zm00001d026361	10	144215375	144219165	+	34.28084227138696	28.54195
14983	Zm00001d025366	10	115752871	115753270	-	0.02826746674172045	0.0
15005	Zm00001d026562	10	148133687	148137515	-	6.827038650141093	5.89007
15006	Zm00001d024444	10	71043507	71064293	+	0.00047677114125491057	0.0
15017	Zm00001d024697	10	83958342	83961453	+	0.004690915426336683	0.0
15018	Zm00001d024675	10	83281589	83288964	+	269.8264941474644	72.4043
15027	Zm00001d025359	10	115505589	115511924	+	160.4090514774014	50.24605
15033	Zm00001d024511	10	74955856	74958288	+	3830.5365339123778	241.85449999999997
15038	Zm00001d025522	10	121168117	121172140	+	14.40356582662034	12.4788
15047	Zm00001d026558	10	148112941	148114204	+	1.2815519926941676	1.293295
15061	Zm00001d025697	10	126601225	126609111	-	0.0009459480741748806	0.0
15064	Zm00001d026618	10	149045201	149048903	-	0.5863274209613742	2.536375
15092	Zm00001d026038	10	136636937	136638908	-	0.3608195618949516	1.347445
15114	Zm00001d024126	10	48089571	48093645	-	1.85324666503724	5.22187
15124	Zm00001d023479	10	6924446	6930183	+	4.626548248081484	6.20727
15132	Zm00001d023523	10	8711081	8725025	-	104.80306314820903	42.2984
15138	Zm00001d024534	10	76841340	76845268	+	18.684761476202173	21.99905
15146	Zm00001d024917	10	94910883	94911437	+	0.019105524184496677	0.0
15193	Zm00001d024386	10	68324450	68325959	-	7822.833474535248	132.361
15244	Zm00001d023336	10	3631086	3632656	+	0.26066441994341794	0.27721399999999996
15250	Zm00001d026582	10	148376425	148383157	+	7.725559606402564	8.349665
15265	Zm00001d025661	10	125345460	125347269	+	2.4792528038505686	0.967276
15281	Zm00001d024361	10	66986502	66987416	-	1.835552117930625	0.161279
15306	Zm00001d023587	10	10856360	10862386	+	51.98527860144499	12.8615
15312	Zm00001d025323	10	114052761	114058481	-	95.61160780900984	19.328049999999998
15314	Zm00001d023617	10	12275524	12278112	-	39.72638261153753	1.347145
15348	Zm00001d024637	10	81459380	81466000	+	0.07526540091439247	0.412018
15373	Zm00001d025639	10	124749907	124758178	+	5.565002271525963	7.656195
15387	Zm00001d024709	10	84540351	84545986	+	2.1963448775998384	4.698975
15428	Zm00001d024562	10	78334051	78335179	+	0.0	0.0
15446	Zm00001d024476	10	72864113	72865016	-	28.51526388047513	0.0
15459	Zm00001d025416	10	117962172	117964181	+	0.10345740449782503	0.0
15463	Zm00001d025686	10	126198155	126203199	-	4.091042048832243e-05	0.0
15473	Zm00001d024528	10	76465804	76467972	+	0.33033888315152443	1.01014
15474	Zm00001d024600	10	79991193	79997385	-	0.08118228577355734	0.2375015
15476	Zm00001d024481	10	73442459	73446118	-	0.07842834757931019	0.0
15487	Zm00001d024973	10	97673567	97680486	+	1.7799844174084123	0.020637449999999998
15517	Zm00001d024256	10	59897137	59898746	-	1.4907150170966725	0.21132
15519	Zm00001d024062	10	40787544	40788949	+	0.006229785536530699	0.0
15521	Zm00001d025213	10	109347118	109347953	+	0.02967593053722618	0.0
15542	Zm00001d025493	10	120562992	120564094	-	0.0	0.0
15560	Zm00001d023992	10	34971921	34972401	-	0.00336862426831144	0.0
15574	Zm00001d026016	10	136072032	136073276	+	18.85867820612675	6.48063
15582	Zm00001d025548	10	121921906	121926936	-	13.833499409253763	11.53515
15615	Zm00001d025795	10	129817568	129851935	+	1.882804652973552	1.84838
15630	Zm00001d025971	10	135003489	135014450	+	1.8329496781612755	0.0
15638	Zm00001d026700	10	150353626	150355852	+	27.37170687725208	12.32815
15650	Zm00001d026083	10	138054129	138057959	+	0.9951562918269359	0.7966044999999999
15651	Zm00001d026630	10	149187926	149191706	+	70.67008444973418	35.25135
15658	Zm00001d025977	10	135065679	135068785	-	35.59902919462493	17.285249999999998
15670	Zm00001d025511	10	120880545	120882116	-	0.0	0.0
15722	Zm00001d024365	10	67166620	67173531	-	0.88934243413955	4.24896
15759	Zm00001d024201	10	55330836	55333635	-	0.0	0.0
15768	Zm00001d025531	10	121527399	121528174	+	0.04505678714189589	0.0
15800	Zm00001d023595	10	11316714	11318198	+	0.12030022925088729	0.183597
15879	Zm00001d023781	10	19951901	19954382	-	31.213630867258583	0.816063
15892	Zm00001d026427	10	145650302	145652282	+	0.28610012399211876	0.325986
15903	Zm00001d025469	10	119875876	119878890	+	3.6622644316498363	3.3459950000000003
15927	Zm00001d024174	10	52977093	52979444	-	3.429140592199835e-06	0.0
15996	Zm00001d024619	10	80408874	80409683	+	6.23529046294056e-06	0.0
16000	Zm00001d025825	10	130921095	130929124	-	0.22593104887135976	0.8250975
16013	Zm00001d025870	10	132102173	132108037	-	0.040505413888878336	0.4909515
16058	Zm00001d024573	10	78798883	78799324	-	65.86519697262398	18.8565
16070	Zm00001d026436	10	145797716	145798331	-	530680.9058363887	1351.24
16133	Zm00001d023228	10	862027	863743	-	0.2599412682626383	0.41601299999999997
16143	Zm00001d025904	10	133421471	133424984	-	7.452317085433074	7.50948
16180	Zm00001d024168	10	52225469	52226534	+	1.5151293516617185e-05	0.0
16182	Zm00001d025247	10	110941781	110942219	+	80.92469918023208	2.3813950000000004
16195	Zm00001d025609	10	123756147	123757413	-	0.00012506630435132044	0.0
16206	Zm00001d026006	10	135855499	135861471	+	0.00044725728761821094	0.0
16210	Zm00001d025425	10	118293925	118295084	-	19.60909260301625	19.395049999999998
16233	Zm00001d023362	10	4114545	4119548	+	0.0007963496849020511	0.0
16236	Zm00001d025200	10	108836324	108838302	+	1.8577820748695746	0.651308
16253	Zm00001d025355	10	115297048	115299501	+	0.04514312743458255	0.058504200000000006
16260	Zm00001d026248	10	141805245	141808514	-	14.995562009787395	6.354145000000001
16261	Zm00001d025964	10	134976902	134978448	+	100.68054389225048	7.091714999999999
16288	Zm00001d024120	10	47326175	47327585	+	6.478089204142059e-06	0.0
16326	Zm00001d024553	10	78048588	78051848	-	0.0	0.0
16331	Zm00001d026621	10	149083647	149097057	-	10.173212830872714	7.5228
16363	Zm00001d023353	10	3995906	3997196	+	0.45936289844459727	0.6537845
16365	Zm00001d025288	10	112744854	112745818	-	0.002628391266393898	0.0
16384	Zm00001d025861	10	131797075	131799846	+	2.2281593185166852	1.69131
16413	Zm00001d025040	10	101012814	101013129	+	5.9264499648960705	0.710817
16414	Zm00001d025644	10	124859032	124862961	+	279.5830448209286	38.898849999999996
16415	Zm00001d025651	10	125013168	125020527	-	1.3068720690668898	3.08165
16424	Zm00001d025805	10	130103675	130106438	-	1.31298016134047	0.0
16438	Zm00001d025384	10	116618324	116618822	+	0.17405200723668227	0.0
16440	Zm00001d025782	10	129511989	129513657	-	0.0426498630672135	0.185987
16449	Zm00001d025666	10	125439323	125445687	+	5.101124944362016e-05	0.0
16469	Zm00001d024628	10	81073931	81076125	+	0.0	0.0
16483	Zm00001d025255	10	111450958	111453781	-	0.8558400368245824	1.1526100000000001
16486	Zm00001d026295	10	143128212	143138549	+	0.3467267859695978	0.3895055
16490	Zm00001d024693	10	83886417	83901602	-	0.0038202351162115776	0.04140964999999999
16496	Zm00001d023985	10	34330994	34334637	+	1.6046860300339653e-05	0.0
16498	Zm00001d026305	10	143264093	143272292	+	1.5935703894016247	1.896055
16514	Zm00001d023305	10	2593316	2594522	+	31.4122726910952	8.5945
16525	Zm00001d025673	10	125893014	125901899	+	2.130884780661226	4.48266
16527	Zm00001d025055	10	101885722	101890901	+	8.819641497388735	0.4797595
16544	Zm00001d026681	10	149805349	149806567	+	39.88486788557047	8.4861
16566	Zm00001d023416	10	5079995	5082082	+	0.0686893645643365	0.14779399999999998
16608	Zm00001d025099	10	103947428	103948783	-	224.854911134726	10.1262
16622	Zm00001d023839	10	23898578	23909591	-	0.40921815484396656	2.3325
16660	Zm00001d026188	10	140548620	140549856	-	0.027764073067659413	0.0
16669	Zm00001d024245	10	59264329	59271577	-	1176.804876142066	79.4375
16679	Zm00001d025984	10	135302915	135307138	+	175.13244072337213	14.25375
16680	Zm00001d023208	10	131321	134730	+	48.012808552924135	20.88245
16681	Zm00001d025734	10	127905112	127929830	+	8.967460014224917	7.12045
16709	Zm00001d025116	10	105050721	105054454	-	2.8164169901393397	0.14433300000000002
16713	Zm00001d026128	10	139268232	139272680	+	7.3196962458668064	6.616605
16727	Zm00001d025124	10	105414301	105453243	+	0.11053737150643009	0.5458455
16734	Zm00001d024223	10	58143097	58144926	-	1.2963456513800427e-07	0.0
16747	Zm00001d024544	10	77538305	77543898	+	2.125677883079193	5.812455
16778	Zm00001d025291	10	112919809	112922524	+	4.826790852946454	6.52267
16804	Zm00001d026086	10	138088864	138090175	-	0.8345580647726418	0.808275
16810	Zm00001d024394	10	68650434	68654502	+	0.012827086612278094	0.0404693
16846	Zm00001d024904	10	94179847	94182817	+	2.154340958791093	2.5410399999999997
16866	Zm00001d026205	10	140893733	140894665	+	1.8326102739749317	0.7441804999999999
16868	Zm00001d026453	10	146111094	146112832	-	0.02964103665152648	0.16527150000000002
16872	Zm00001d024894	10	93455727	93462424	+	5.861648450858375	1.270505
16887	Zm00001d025715	10	127294440	127299500	+	4.251413430685724	5.815095
16908	Zm00001d026712	10	150831478	150833783	-	270.83389949761306	38.814750000000004
16916	Zm00001d025483	10	120194129	120195766	-	0.04131163041709666	0.144791
16920	Zm00001d023294	10	2262453	2264529	-	7.932164970607848	1.8397599999999998
16923	Zm00001d025100	10	104005266	104026749	-	196.25608933541105	35.967699999999994
16930	Zm00001d026021	10	136246171	136246774	-	0.9403870927967066	0.1902625
16946	Zm00001d023760	10	19075994	19079402	+	25.801100577255873	12.8911
16974	Zm00001d024047	10	39664539	39669815	+	240.68423695924398	20.5424
16975	Zm00001d026396	10	145140790	145148851	-	11.963138515974098	12.64695
16978	Zm00001d026531	10	147769190	147773447	-	1.6478171175868246	1.9881600000000001
16982	Zm00001d025146	10	106549885	106558251	+	0.4746537278311304	0.127832
16984	Zm00001d026143	10	139606074	139608052	+	2.395320756826349	5.7158549999999995
17013	Zm00001d025696	10	126532004	126537113	+	0.5738848255943026	1.270575
17055	Zm00001d024593	10	79588607	79589422	-	185.66407773954623	29.82425
17056	Zm00001d026045	10	136862930	136863753	-	13.954679738975452	0.0
17057	Zm00001d024482	10	73562384	73564416	+	0.06812209166959404	0.0
17082	Zm00001d025966	10	134986887	134991306	+	8.416436428810346	6.921279999999999
17125	Zm00001d026034	10	136479412	136479997	-	0.0035342219457949464	0.0
17148	Zm00001d026477	10	146705761	146709602	+	493.85483489549034	84.40955
17155	Zm00001d024587	10	79465954	79472158	+	6910.422451694531	118.20949999999999
17157	Zm00001d026637	10	149252084	149253004	-	0.0	0.0
17196	Zm00001d024463	10	71956366	71966054	-	1.0136218344456998	2.24017
17237	Zm00001d025623	10	124266697	124269223	-	17.438369221008443	9.316670000000002
17244	Zm00001d023871	10	25779949	25780455	+	0.0009182960778885179	0.0
17273	Zm00001d025893	10	133218763	133222199	-	17.88828582663612	13.2271
17290	Zm00001d025741	10	128093124	128093616	+	0.03797400679966442	0.0
17331	Zm00001d025690	10	126319919	126323617	-	24.17887134606465	15.2969
17342	Zm00001d023322	10	3273649	3275122	-	0.0007477186335254093	0.0
17351	Zm00001d023677	10	15030180	15032801	+	4207.870055441924	114.93700000000001
17367	Zm00001d024518	10	75760690	75762808	+	11244.129197997767	293.329
17395	Zm00001d024344	10	65886691	65887828	-	0.16823024250103977	0.286951
17401	Zm00001d024471	10	72426671	72427733	-	90.46188310866567	12.76445
17405	Zm00001d025796	10	129829313	129830251	-	0.07211454698656135	0.0
17413	Zm00001d025689	10	126291062	126294862	-	9.668252588398333	11.30645
17452	Zm00001d024092	10	43766058	43771787	-	4.885379561168653	5.711915
17457	Zm00001d025547	10	121886002	121888304	-	0.8015515957998751	0.8636995
17462	Zm00001d025918	10	133758311	133758584	-	0.12275004126537813	0.0
17472	Zm00001d025191	10	108454704	108457901	-	1.841250597586218e-05	0.0
17490	Zm00001d023941	10	30401999	30405639	+	22.562685304057492	3.8114049999999997
17496	Zm00001d023267	10	1680750	1687113	-	51.13323286403083	5.5003
17499	Zm00001d024739	10	85756585	85765328	-	0.0045130903371926314	0.0
17520	Zm00001d024194	10	54971218	54978845	+	0.0029264547982780407	0.0
17529	Zm00001d026440	10	145898797	145899433	-	0.7598427536248641	0.3980915
17536	Zm00001d024591	10	79578451	79580065	-	16.063718944381602	6.340624999999999
17556	Zm00001d023918	10	28212895	28215652	+	109.90921526624687	19.329
17562	Zm00001d023573	10	10564306	10567240	+	1.3201977098154056	0.0
17588	Zm00001d023822	10	23482000	23482452	-	0.00459774315911043	0.0
17607	Zm00001d024853	10	90664002	90665073	+	531.3930405193028	35.9533
17633	Zm00001d023422	10	5103754	5105905	-	0.45198539131703697	1.916035
17685	Zm00001d023882	10	26204688	26207745	-	0.09536072139183713	0.2039955
17699	Zm00001d025104	10	104272690	104280111	-	4.900168900529094	4.480435
17725	Zm00001d024321	10	64378338	64379576	-	6.927041475997928	8.58106
17750	Zm00001d023754	10	18789762	18798007	-	2.8071388277991864e-07	0.0
17757	Zm00001d026460	10	146257807	146261085	-	62.540525506905915	13.3525
17772	Zm00001d025838	10	131427992	131428418	+	2.401726445661519	0.0
17782	Zm00001d024293	10	62336631	62337514	-	0.02010596653045733	0.0
17785	Zm00001d024063	10	40871682	40878006	+	0.015976991849992045	0.0
17820	Zm00001d023419	10	5096598	5097027	+	272.28125685427483	7.501580000000001
17824	Zm00001d024946	10	96325809	96327827	+	13.315324456379761	6.071375
17833	Zm00001d025117	10	105056196	105056963	+	48.96937977753337	28.569049999999997
17852	Zm00001d023252	10	1469475	1469964	-	156.62649443806728	2.4154150000000003
17862	Zm00001d026521	10	147481844	147487342	-	160.0980153215051	5.49352
17868	Zm00001d024170	10	52657633	52660741	-	0.4173962005317173	1.0588199999999999
17873	Zm00001d025532	10	121530524	121532821	+	0.27371146137236596	0.0
17888	Zm00001d024390	10	68460501	68464995	-	0.057693752970972456	0.0
17902	Zm00001d024535	10	76866750	76868336	+	2.0380459752183686	0.933196
17912	Zm00001d026449	10	146090129	146091496	-	3.1690318742891495	1.883995
17917	Zm00001d025129	10	105652922	105676382	+	22.227462667622127	3.985815
17932	Zm00001d026176	10	140370347	140375825	+	6.923444246053556	12.95605
17933	Zm00001d026506	10	147315589	147316694	-	0.3401319482748547	0.0
17953	Zm00001d023830	10	23731691	23733983	+	230.10057153069147	0.684499
17954	Zm00001d026207	10	140946551	140949521	+	0.0003358666118248998	0.0
17970	Zm00001d023247	10	1452721	1454992	+	0.005618792351751003	0.0
17975	Zm00001d025640	10	124760948	124764322	-	9.893127860519838	8.611105
17992	Zm00001d025231	10	110225539	110226392	+	0.011705366605821253	0.0
17996	Zm00001d026597	10	148680740	148681670	-	31.840055691689148	2.73217
18001	Zm00001d025496	10	120571520	120576666	+	0.0	0.0
18006	Zm00001d026537	10	147855535	147856873	-	0.22100915214528952	0.0
18011	Zm00001d023517	10	8592207	8592971	-	0.013470277017237402	0.0
18024	Zm00001d023689	10	15540106	15574823	+	8.841041878761013	10.67325
18047	Zm00001d023304	10	2558907	2563889	+	1.8982918383032146	1.983495
18055	Zm00001d025462	10	119451222	119452565	+	0.09041305556304322	0.10674249999999999
18066	Zm00001d023639	10	13313329	13314856	+	0.022363458383082273	0.0
18076	Zm00001d024495	10	74141753	74142206	+	0.036254469107552034	0.0
18082	Zm00001d025681	10	126111324	126114597	+	10.739174295238257	21.56575
18099	Zm00001d024336	10	65375832	65376593	-	0.00147069432674447	0.0
18133	Zm00001d025656	10	125206871	125209697	-	0.6868211039138685	2.33207
18134	Zm00001d025566	10	122509797	122511588	+	13.50797476767625	4.520905
18135	Zm00001d024368	10	67244940	67245144	-	0.4468332941711709	0.0
18138	Zm00001d026192	10	140675800	140685728	-	1.8558310061260885	2.03953
18140	Zm00001d026116	10	138797510	138798215	+	0.29492012756844715	0.0
18142	Zm00001d024204	10	55985376	55988129	+	2.1335311821181726	1.460775
